"meter_head","meter_rate","time_in_effect","time_limit","credit_card","pay_phone","longitude","latitude","geo_local_area","meter_id"
"Twin",1,"METER IN EFFECT: 9:00 AM TO 10:00 PM",3,"No","50084",-123.15995101108,49.268473161973,"Kitsilano","971917"
"Twin",5,"METER IN EFFECT: 9:00 AM TO 10:00 PM",2,"No","63499",-123.123590955373,49.2838923761668,"West End","121019"
"Twin",1,"METER IN EFFECT: 9:00 AM TO 10:00 PM",4,"Yes","60686",-123.114950546921,49.2803166983536,"Downtown","110316"
"Twin",9,"METER IN EFFECT: 9:00 AM TO 10:00 PM",2,"Yes","60461",-123.120214072883,49.2839783164087,"Downtown","110903"
"Twin",7,"METER IN EFFECT: 9:00 AM TO 10:00 PM",3,"Yes","64787",-123.117456418372,49.2878421498896,"Downtown","041020"
"Twin",7,"METER IN EFFECT: 9:00 AM TO 10:00 PM",3,"Yes","64656",-123.117626637887,49.287879018849,"Downtown","041026"
"Twin",7,"METER IN EFFECT: 9:00 AM TO 10:00 PM",3,"Yes","63342",-123.117938212466,49.2879580836324,"Downtown","041032"
"Twin",7,"METER IN EFFECT: 9:00 AM TO 10:00 PM",3,"Yes","60067",-123.11809001278,49.28799784916,"Downtown","041038"
"Twin",7,"METER IN EFFECT: 9:00 AM TO 10:00 PM",3,"Yes","64356",-123.118404058295,49.288080229378,"Downtown","041044"
"Twin",7,"METER IN EFFECT: 9:00 AM TO 10:00 PM",3,"Yes","60611",-123.118563450735,49.2881202383683,"Downtown","041050"
"Twin",7,"METER IN EFFECT: 9:00 AM TO 10:00 PM",3,"Yes","60908",-123.127483404494,49.2787815751492,"Downtown","631128"
"Twin",2,"METER IN EFFECT: 9:00 AM TO 10:00 PM",2,"No","60993",-123.102422065262,49.279752341246,"Downtown","520515"
"Twin",5,"METER IN EFFECT: 9:00 AM TO 10:00 PM",2,"No","61909",-123.123394315237,49.283590231491,"West End","121012"
"Single",5,"METER IN EFFECT: 9:00 AM TO 10:00 PM",2,"No","62777",-123.123534238821,49.2836790172874,"West End","121016"
"Twin",1,"METER IN EFFECT: 9:00 AM TO 10:00 PM",2,"No","64328",-123.120871123574,49.2794637335722,"Downtown","600905"
"Twin",1,"METER IN EFFECT: 9:00 AM TO 10:00 PM",2,"No","65182",-123.120730413175,49.279383715615,"Downtown","600910"
"Twin",5,"METER IN EFFECT: 9:00 AM TO 10:00 PM",2,"No","51465",-123.128102721171,49.2642880485376,"Fairview","B81028"
"Twin",2,"METER IN EFFECT: 9:00 AM TO 10:00 PM",2,"Yes","64203",-123.134438632091,49.2823951430913,"West End","161226"
"Twin",9,"METER IN EFFECT: 9:00 AM TO 10:00 PM",2,"Yes","60790",-123.120341889108,49.2840604352438,"Downtown","110907"
"Twin",3,"METER IN EFFECT: 9:00 AM TO 10:00 PM",3,"No","63638",-123.114975010673,49.2770239333773,"Downtown","550823"
"Twin",3,"METER IN EFFECT: 9:00 AM TO 10:00 PM",3,"No","65107",-123.116034555143,49.2763207999724,"Downtown","550911"
"Twin",3,"METER IN EFFECT: 9:00 AM TO 10:00 PM",2,"No","65650",-123.134851540385,49.2911888089814,"West End","121729"
"Twin",3,"METER IN EFFECT: 9:00 AM TO 10:00 PM",2,"No","65433",-123.134312140092,49.2906594240929,"West End","121710"
"Twin",3,"METER IN EFFECT: 9:00 AM TO 10:00 PM",2,"No","64279",-123.134872074128,49.2910230311238,"West End","121722"
"Twin",1,"METER IN EFFECT: 9:00 AM TO 10:00 PM",3,"No","54046",-123.146385475983,49.2655270097001,"Kitsilano","B71809"
"Twin",6,"METER IN EFFECT: 9:00 AM TO 10:00 PM",2,"No","63668",-123.110618438069,49.2835421537774,"Downtown","580314"
"Twin",6,"METER IN EFFECT: 9:00 AM TO 10:00 PM",2,"No","63612",-123.110311911388,49.2839022178144,"Downtown","580305"
"Twin",3,"METER IN EFFECT: 9:00 AM TO 10:00 PM",3,"No","64820",-123.123972700363,49.2748732807005,"Downtown","581215"
"Single",5,"METER IN EFFECT: 9:00 AM TO 10:00 PM",2,"Yes","65439",-123.117112684249,49.2795197580107,"Downtown","120402"
"Single",2,"METER IN EFFECT: 9:00 AM TO 10:00 PM",2,"No","52171",-123.069541278564,49.2672807811137,"Grandview-Woodland","6C1912"
"Twin",1,"METER IN EFFECT: 9:00 AM TO 10:00 PM",3,"No","52066",-123.143717648966,49.268072493183,"Fairview","B41707"
"Twin",3,"METER IN EFFECT: 9:00 AM TO 10:00 PM",2,"No","60937",-123.103616660233,49.2805219652366,"Downtown","090009"
"Twin",7,"METER IN EFFECT: 9:00 AM TO 10:00 PM",2,"No","60521",-123.111085372595,49.2844938360402,"Downtown","590306"
"Twin",8,"METER IN EFFECT: 9:00 AM TO 10:00 PM",2,"No","62504",-123.122316920119,49.2853635432037,"Downtown","111023"
"Twin",5,"METER IN EFFECT: 9:00 AM TO 10:00 PM",2,"No","64883",-123.124966015653,49.2870454503578,"Downtown","111157"
"Twin",3,"METER IN EFFECT: 9:00 AM TO 10:00 PM",2,"No","61849",-123.102901626083,49.2805084278044,"Downtown","090027"
"Twin",3,"METER IN EFFECT: 9:00 AM TO 10:00 PM",2,"No","62202",-123.098788818585,49.280308042495,"Strathcona","090216"
"Twin",3,"METER IN EFFECT: 9:00 AM TO 10:00 PM",2,"No","63111",-123.098263480938,49.2802981819553,"Strathcona","090228"
"Twin",3,"METER IN EFFECT: 9:00 AM TO 10:00 PM",2,"No","63251",-123.09773333203,49.2802887098895,"Strathcona","090234"
"Twin",2,"METER IN EFFECT: 9:00 AM TO 10:00 PM",2,"No","62217",-123.127847905238,49.2907556018961,"Downtown","690510"
"Twin",3,"METER IN EFFECT: 9:00 AM TO 10:00 PM",2,"No","63849",-123.099575361696,49.279927015188,"Strathcona","510510"
"Twin",1,"METER IN EFFECT: 9:00 AM TO 10:00 PM",2,"No","61707",-123.132684827709,49.2897854987508,"West End","121611"
"Twin",3,"METER IN EFFECT: 9:00 AM TO 10:00 PM",3,"No","64819",-123.124583717457,49.2744686225688,"Downtown","581235"
"Twin",1,"METER IN EFFECT: 9:00 AM TO 10:00 PM",2,"No","60277",-123.098478248942,49.2736297517166,"Strathcona","471204"
"Twin",2,"METER IN EFFECT: 9:00 AM TO 10:00 PM",2,"No","63863",-123.097897269172,49.2837154726377,"Strathcona","500107"
"Twin",1,"METER IN EFFECT: 9:00 AM TO 10:00 PM",2,"No","65647",-123.121297463047,49.2790079327006,"Downtown","600928"
"Twin",1,"METER IN EFFECT: 9:00 AM TO 10:00 PM",2,"No","65723",-123.121297463047,49.2790079327006,"Downtown","600930"
"Twin",4,"METER IN EFFECT: 9:00 AM TO 10:00 PM",3,"No","50971",-123.158446747815,49.2343434632093,"Kerrisdale","955706"
"Twin",4,"METER IN EFFECT: 9:00 AM TO 10:00 PM",3,"No","50999",-123.158609959928,49.2344234049458,"Kerrisdale","955701"
"Twin",2,"METER IN EFFECT: 9:00 AM TO 10:00 PM",2,"No","50855",-123.155405395235,49.2635232592184,"Kitsilano","952507"
"Twin",3,"METER IN EFFECT: 9:00 AM TO 10:00 PM",2,"No","51077",-123.069478789909,49.2717438209044,"Grandview-Woodland","6C1410"
"Twin",2,"METER IN EFFECT: 9:00 AM TO 10:00 PM",3,"No","50797",-123.173913330859,49.2639463377814,"Kitsilano","8M2504"
"Twin",1,"METER IN EFFECT: 9:00 AM TO 10:00 PM",2,"No","61623",-123.132575105489,49.2895408931893,"West End","121602"
"Twin",1,"METER IN EFFECT: 9:00 AM TO 10:00 PM",2,"No","64082",-123.13270233742,49.2896228640256,"West End","121608"
"Single",3,"METER IN EFFECT: 9:00 AM TO 10:00 PM",2,"No","64052",-123.136414966066,49.2909184143141,"West End","720813"
"Twin",4,"METER IN EFFECT: 9:00 AM TO 10:00 PM",3,"No","54707",-123.158446747815,49.2343434632093,"Kerrisdale","955704"
"Twin",3,"METER IN EFFECT: 9:00 AM TO 10:00 PM",2,"No","56547",-123.146876671356,49.2716435093127,"Kitsilano","981807"
"Twin",3,"METER IN EFFECT: 9:00 AM TO 10:00 PM",2,"No","57604",-123.147064974241,49.2716476054807,"Kitsilano","981811"
"Twin",1,"METER IN EFFECT: 9:00 AM TO 10:00 PM",3,"No","65064",-123.110576145179,49.2790479692037,"Downtown","270616"
"Twin",1,"METER IN EFFECT: 9:00 AM TO 10:00 PM",3,"No","65131",-123.111141196313,49.2786739921004,"Downtown","270628"
"Pay Station",1,"METER IN EFFECT: 9:00 AM TO 10:00 PM",10,"Yes","59836",-123.088138905658,49.2665989651891,"Strathcona","GN0721"
"Twin",2,"METER IN EFFECT: 9:00 AM TO 10:00 PM",2,"No","55036",-123.138161655368,49.2645584578478,"Fairview","B81431"
"Single",2,"METER IN EFFECT: 9:00 AM TO 10:00 PM",2,"No","54951",-123.137133326083,49.264432490711,"Fairview","B81416"
"Twin",2,"METER IN EFFECT: 9:00 AM TO 10:00 PM",2,"No","54811",-123.137978812602,49.2644470458343,"Fairview","B81430"
"Twin",3,"METER IN EFFECT: 9:00 AM TO 10:00 PM",2,"No","57296",-123.147275447356,49.2716505306959,"Kitsilano","981817"
"Twin",2,"METER IN EFFECT: 9:00 AM TO 10:00 PM",2,"No","50136",-123.128695753365,49.2633467157667,"Fairview","301036"
"Twin",2,"METER IN EFFECT: 9:00 AM TO 10:00 PM",2,"No","51553",-123.127278840187,49.263303516172,"Fairview","301006"
"Twin",5,"METER IN EFFECT: 9:00 AM TO 10:00 PM",2,"Yes","66876",-123.116590317032,49.2810187933586,"Downtown","590709"
"Twin",5,"METER IN EFFECT: 9:00 AM TO 10:00 PM",2,"No","51130",-123.133643518256,49.2632657638531,"Fairview","872502"
"Twin",2,"METER IN EFFECT: 9:00 AM TO 10:00 PM",2,"No","51048",-123.128520258616,49.2633397599198,"Fairview","301032"
"Twin",5,"METER IN EFFECT: 9:00 AM TO 10:00 PM",2,"Yes","66878",-123.116724010429,49.280922886712,"Downtown","590713"
"Twin",4,"METER IN EFFECT: 9:00 AM TO 10:00 PM",2,"Yes","61567",-123.126260225804,49.2854491995916,"West End","121126"
"Single",1,"METER IN EFFECT: 9:00 AM TO 10:00 PM",2,"No","61650",-123.133309497103,49.2901895622751,"West End","121629"
"Twin",6,"METER IN EFFECT: 9:00 AM TO 10:00 PM",2,"No","61391",-123.121527873433,49.2761286917394,"Downtown","150308"
"Single Motorbike",4,"METER IN EFFECT: 9:00 AM TO 10:00 PM",24,"No","66436",-123.11718860678,49.2843359960793,"Downtown","620598"
"Twin",7,"METER IN EFFECT: 9:00 AM TO 10:00 PM",2,"Yes","60794",-123.123473520419,49.2801664291439,"Downtown","620934"
"Twin",9,"METER IN EFFECT: 9:00 AM TO 10:00 PM",2,"No","60028",-123.112307461054,49.2854892029541,"Downtown","040604"
"Twin",1,"METER IN EFFECT: 9:00 AM TO 10:00 PM",3,"No","52119",-123.143224248465,49.2656293791061,"Fairview","902220"
"Twin",7,"METER IN EFFECT: 9:00 AM TO 10:00 PM",2,"Yes","63951",-123.120353471012,49.2880281573613,"Downtown","061106"
"Single Motorbike",1.5,"METER IN EFFECT: 9:00 AM TO 10:00 PM",24,"No","54662",-123.0698206737,49.2720839478983,"Grandview-Woodland","5C1698"
"Twin",1,"METER IN EFFECT: 9:00 AM TO 10:00 PM",3,"Yes","62273",-123.124689118827,49.2769385784834,"Downtown","601127"
"Twin",3,"METER IN EFFECT: 9:00 AM TO 10:00 PM",2,"No","51961",-123.069167765634,49.2721756597669,"Grandview-Woodland","5C1703"
"Twin",3,"METER IN EFFECT: 9:00 AM TO 10:00 PM",2,"No","53847",-123.069273088353,49.2720922652185,"Grandview-Woodland","5C1704"
"Single / Disability",7,"METER IN EFFECT: 9:00 AM TO 10:00 PM",2,"Yes","56956",-123.120980509121,49.2634078357364,"Fairview","300721"
"Twin",2,"METER IN EFFECT: 9:00 AM TO 10:00 PM",2,"No","50853",-123.136398673323,49.2645357257643,"Fairview","B81401"
"Single",2,"METER IN EFFECT: 9:00 AM TO 10:00 PM",2,"No","50100",-123.128757567821,49.2635547420231,"Fairview","301041"
"Twin",2,"METER IN EFFECT: 9:00 AM TO 10:00 PM",2,"No","51584",-123.127634495293,49.2633093934962,"Fairview","301012"
"Twin",2,"METER IN EFFECT: 9:00 AM TO 10:00 PM",2,"No","52314",-123.128695753365,49.2633467157667,"Fairview","301038"
"Twin",1,"METER IN EFFECT: 9:00 AM TO 10:00 PM",2,"No","50694",-123.155597809551,49.2366260219613,"Arbutus-Ridge","935423"
"Twin",9,"METER IN EFFECT: 9:00 AM TO 10:00 PM",2,"Yes","62288",-123.118750453698,49.2858459324481,"Downtown","640522"
"Twin",1,"METER IN EFFECT: 9:00 AM TO 10:00 PM",2,"No","56907",-123.150622751933,49.263562992237,"Kitsilano","922503"
"Twin",3,"METER IN EFFECT: 9:00 AM TO 10:00 PM",2,"No","63174",-123.124575443612,49.2803541452112,"Downtown","140817"
"Twin",3,"METER IN EFFECT: 9:00 AM TO 10:00 PM",2,"Yes","64986",-123.11509836659,49.2793069770652,"Downtown","570726"
"Twin",8,"METER IN EFFECT: 9:00 AM TO 10:00 PM",2,"Yes","64891",-123.118254517374,49.2869672123402,"Downtown","081003"
"Twin",3,"METER IN EFFECT: 9:00 AM TO 10:00 PM",2,"No","66449",-123.113322731674,49.281907520482,"Downtown","580537"
"Single",2,"METER IN EFFECT: 9:00 AM TO 10:00 PM",2,"No","51790",-123.069704778498,49.2706536203444,"Grandview-Woodland","6C1517"
"Twin Bay Single",4,"METER IN EFFECT: 9:00 AM TO 10:00 PM",2,"Yes","60081",-123.120709967477,49.2755130189222,"Downtown","291103"
"Twin",1,"METER IN EFFECT: 9:00 AM TO 10:00 PM",2,"No","53678",-123.155643694455,49.2353634405828,"Arbutus-Ridge","935603"
"Twin",4,"METER IN EFFECT: 9:00 AM TO 10:00 PM",2,"No","57321",-123.140728056808,49.2653404080722,"Fairview","B71532"
"Single",2,"METER IN EFFECT: 9:00 AM TO 10:00 PM",2,"No","51818",-123.069489803816,49.2711389145764,"Grandview-Woodland","6C1502"
"Twin",2,"METER IN EFFECT: 9:00 AM TO 10:00 PM",2,"No","51541",-123.069491847931,49.271018521684,"Grandview-Woodland","6C1506"
"Twin",2,"METER IN EFFECT: 9:00 AM TO 10:00 PM",2,"No","52062",-123.069495045415,49.2709167481455,"Grandview-Woodland","6C1508"
"Twin",2,"METER IN EFFECT: 9:00 AM TO 10:00 PM",2,"No","52241",-123.069496956352,49.27080920946,"Grandview-Woodland","6C1514"
"Twin",1,"METER IN EFFECT: 9:00 AM TO 10:00 PM",3,"No","52304",-123.143219362201,49.2657457831103,"Fairview","902214"
"Twin",1,"METER IN EFFECT: 9:00 AM TO 10:00 PM",2,"No","52216",-123.141328742242,49.266287373627,"Fairview","B61603"
"Twin",1,"METER IN EFFECT: 9:00 AM TO 10:00 PM",2,"No","52218",-123.141501941002,49.2662898602053,"Fairview","B61609"
"Twin",1,"METER IN EFFECT: 9:00 AM TO 10:00 PM",3,"No","52035",-123.143224248465,49.2656293791061,"Fairview","902218"
"Twin",1,"METER IN EFFECT: 9:00 AM TO 10:00 PM",2,"No","62165",-123.096192886679,49.2831909381852,"Strathcona","030329"
"Twin",1,"METER IN EFFECT: 9:00 AM TO 10:00 PM",2,"No","62109",-123.095822282581,49.2831845446978,"Strathcona","030335"
"Twin",1,"METER IN EFFECT: 9:00 AM TO 10:00 PM",3,"No","50628",-123.145988782937,49.2663629861881,"Kitsilano","B61803"
"Twin",1,"METER IN EFFECT: 9:00 AM TO 10:00 PM",3,"No","52416",-123.143397038625,49.265965945242,"Fairview","902207"
"Twin",1,"METER IN EFFECT: 9:00 AM TO 10:00 PM",2,"No","61137",-123.096375060383,49.2830705388899,"Strathcona","030324"
"Twin",1,"METER IN EFFECT: 9:00 AM TO 10:00 PM",2,"No","61249",-123.095994734112,49.2830632275608,"Strathcona","030334"
"Single",7,"METER IN EFFECT: 9:00 AM TO 10:00 PM",2,"No","66467",-123.109138361828,49.2837250748008,"Downtown","560211"
"Twin",7,"METER IN EFFECT: 9:00 AM TO 10:00 PM",2,"No","66455",-123.109099160286,49.2838187066108,"Downtown","560207"
"Twin",1,"METER IN EFFECT: 9:00 AM TO 10:00 PM",2,"No","54313",-123.101074696996,49.2673734474173,"Mount Pleasant","A40137"
"Twin",1,"METER IN EFFECT: 9:00 AM TO 10:00 PM",2,"No","50829",-123.100402538844,49.2672472011332,"Mount Pleasant","A40204"
"Single",1,"METER IN EFFECT: 9:00 AM TO 10:00 PM",2,"No","54511",-123.101127355188,49.2663571595502,"Mount Pleasant","A50136"
"Twin",1,"METER IN EFFECT: 9:00 AM TO 10:00 PM",2,"No","54456",-123.101493311226,49.2655792484267,"Mount Pleasant","A60117"
"Twin",1,"METER IN EFFECT: 9:00 AM TO 10:00 PM",2,"No","52785",-123.101327688942,49.265575957625,"Mount Pleasant","A60123"
"Twin",1,"METER IN EFFECT: 9:00 AM TO 10:00 PM",2,"No","62166",-123.097433065006,49.2832144649568,"Strathcona","030303"
"Twin",1,"METER IN EFFECT: 9:00 AM TO 10:00 PM",2,"No","52184",-123.100267905295,49.2645498368263,"Mount Pleasant","A70206"
"Twin",7,"METER IN EFFECT: 9:00 AM TO 10:00 PM",2,"Yes","60158",-123.122831646519,49.2805906513186,"Downtown","620912"
"Twin",4,"METER IN EFFECT: 9:00 AM TO 10:00 PM",2,"Yes","67394",-123.109783488198,49.2802723035137,"Downtown","550536"
"Twin",7,"METER IN EFFECT: 9:00 AM TO 10:00 PM",3,"Yes","65634",-123.117021042419,49.2879666169893,"Downtown","041017"
"Twin",2,"METER IN EFFECT: 9:00 AM TO 10:00 PM",2,"Yes","66397",-123.133734755977,49.2819346421499,"West End","161204"
"Twin",1,"METER IN EFFECT: 9:00 AM TO 10:00 PM",2,"No","56543",-123.187112540806,49.2635759824425,"West Point Grey","D03725"
"Twin",4,"METER IN EFFECT: 9:00 AM TO 10:00 PM",3,"No","52564",-123.157599105292,49.2679736610459,"Kitsilano","962003"
"Twin",5,"METER IN EFFECT: 9:00 AM TO 10:00 PM",3,"No","52735",-123.15504395981,49.2683947111989,"Kitsilano","951916"
"Twin",5,"METER IN EFFECT: 9:00 AM TO 10:00 PM",2,"No","53114",-123.133804658355,49.2632858165706,"Fairview","872501"
"Twin",5,"METER IN EFFECT: 9:00 AM TO 10:00 PM",2,"No","50126",-123.133804658355,49.2632858165706,"Fairview","872503"
"Twin",8,"METER IN EFFECT: 9:00 AM TO 10:00 PM",2,"Yes","66893",-123.117423519839,49.2873072046439,"Downtown","061005"
"Twin",8,"METER IN EFFECT: 9:00 AM TO 10:00 PM",2,"Yes","67341",-123.11763357839,49.2873687158508,"Downtown","061007"
"Twin",8,"METER IN EFFECT: 9:00 AM TO 10:00 PM",2,"Yes","64683",-123.119131293025,49.2878080976966,"Downtown","061041"
"Twin",1,"METER IN EFFECT: 9:00 AM TO 10:00 PM",2,"No","56457",-123.186964779393,49.2635741977186,"West Point Grey","D03719"
"Twin",5,"METER IN EFFECT: 9:00 AM TO 10:00 PM",2,"No","53122",-123.133643518256,49.2632657638531,"Fairview","872504"
"Single Motorbike",2,"METER IN EFFECT: 9:00 AM TO 10:00 PM",24,"No","56551",-123.157593668705,49.2680621002902,"Kitsilano","962097"
"Twin",2,"METER IN EFFECT: 9:00 AM TO 10:00 PM",2,"No","51528",-123.170496359216,49.2640282765937,"Kitsilano","302908"
"Twin",1,"METER IN EFFECT: 9:00 AM TO 10:00 PM",3,"No","65209",-123.110346853299,49.279201466297,"Downtown","270608"
"Twin",1,"METER IN EFFECT: 9:00 AM TO 10:00 PM",3,"No","66005",-123.12577233688,49.2769768573887,"Downtown","160615"
"Single Motorbike",3.5,"METER IN EFFECT: 9:00 AM TO 10:00 PM",24,"No","66454",-123.113155760174,49.2847159868856,"Downtown","060696"
"Twin",2,"METER IN EFFECT: 9:00 AM TO 10:00 PM",2,"No","54980",-123.137552731574,49.2645493796064,"Fairview","B81421"
"Twin",1,"METER IN EFFECT: 9:00 AM TO 10:00 PM",2,"No","57769",-123.102406960781,49.2592665859871,"Mount Pleasant","C30116"
"Twin",1,"METER IN EFFECT: 9:00 AM TO 10:00 PM",2,"No","57402",-123.186727773531,49.2634156086304,"West Point Grey","D03714"
"Twin",3,"METER IN EFFECT: 9:00 AM TO 10:00 PM",2,"No","51312",-123.070090289232,49.2730029942077,"Grandview-Woodland","4C1632"
"Twin",5,"METER IN EFFECT: 9:00 AM TO 10:00 PM",3,"No","52650",-123.155212342539,49.2683974265599,"Kitsilano","951913"
"Single",3,"METER IN EFFECT: 9:00 AM TO 10:00 PM",2,"No","50454",-123.069851782125,49.272083254457,"Grandview-Woodland","5C1636"
"Twin",3,"METER IN EFFECT: 9:00 AM TO 10:00 PM",2,"No","51404",-123.070019827125,49.2720846549424,"Grandview-Woodland","5C1634"
"Single Motorbike",1.5,"METER IN EFFECT: 9:00 AM TO 10:00 PM",24,"No","51833",-123.069918397392,49.2721884309196,"Grandview-Woodland","5C1699"
"Twin",7,"METER IN EFFECT: 9:00 AM TO 10:00 PM",2,"Yes","66412",-123.113338532595,49.2848363790629,"Downtown","060606"
"Twin",7,"METER IN EFFECT: 9:00 AM TO 10:00 PM",2,"Yes","67311",-123.113648284249,49.2850370359932,"Downtown","060614"
"Twin",4,"METER IN EFFECT: 9:00 AM TO 10:00 PM",2,"No","57348",-123.101365752022,49.2462296034102,"Riley Park","514331"
"Twin",2,"METER IN EFFECT: 9:00 AM TO 10:00 PM",2,"No","66784",-123.141052965076,49.2866846132732,"West End","161716"
"Twin",2,"METER IN EFFECT: 9:00 AM TO 10:00 PM",2,"No","50361",-123.069702814334,49.2707523257885,"Grandview-Woodland","6C1513"
"Twin",2,"METER IN EFFECT: 9:00 AM TO 10:00 PM",2,"No","51556",-123.127456387068,49.2633068825529,"Fairview","301008"
"Twin",2,"METER IN EFFECT: 9:00 AM TO 10:00 PM",2,"No","51749",-123.127456387068,49.2633068825529,"Fairview","301010"
"Twin",2,"METER IN EFFECT: 9:00 AM TO 10:00 PM",2,"No","52194",-123.069498417547,49.2706946637871,"Grandview-Woodland","6C1516"
"Pay Station",1,"METER IN EFFECT: 9:00 AM TO 10:00 PM",10,"Yes","59831d",-123.084890266458,49.2657909570312,"Mount Pleasant","GN0820"
"Twin",2,"METER IN EFFECT: 9:00 AM TO 10:00 PM",2,"No","56081",-123.155372184282,49.2641611361067,"Kitsilano","952417"
"Twin",2,"METER IN EFFECT: 9:00 AM TO 10:00 PM",2,"No","56063",-123.155202605855,49.2641626233497,"Kitsilano","952418"
"Twin",2,"METER IN EFFECT: 9:00 AM TO 10:00 PM",2,"No","54010",-123.101410916442,49.2452710496596,"Riley Park","514411"
"Twin",5,"METER IN EFFECT: 9:00 AM TO 10:00 PM",2,"No","51921",-123.117355997533,49.2647696702091,"Fairview","802306"
"Twin",1,"METER IN EFFECT: 9:00 AM TO 10:00 PM",3,"No","65006",-123.124450268319,49.2770967194827,"Downtown","601119"
"Twin",2,"METER IN EFFECT: 9:00 AM TO 10:00 PM",2,"No","56192",-123.139071303035,49.2644645360024,"Fairview","B81504"
"Twin",1,"METER IN EFFECT: 9:00 AM TO 10:00 PM",2,"No","56058",-123.146666142473,49.2636177270199,"Kitsilano","301814"
"Twin",1,"METER IN EFFECT: 9:00 AM TO 10:00 PM",2,"No","56024",-123.149009870991,49.2638578416281,"Kitsilano","301915"
"Twin",1,"METER IN EFFECT: 9:00 AM TO 10:00 PM",2,"No","56007",-123.149185698654,49.2638596746366,"Kitsilano","301919"
"Twin",2,"METER IN EFFECT: 9:00 AM TO 10:00 PM",2,"No","65114",-123.101364079479,49.28385512001,"Downtown","010114"
"Twin",2,"METER IN EFFECT: 9:00 AM TO 10:00 PM",2,"No","65549",-123.101197900737,49.2838853005498,"Downtown","010118"
"Twin",2,"METER IN EFFECT: 9:00 AM TO 10:00 PM",2,"No","65460",-123.101037854638,49.2839155924256,"Downtown","010124"
"Twin",2,"METER IN EFFECT: 9:00 AM TO 10:00 PM",2,"No","65480",-123.100876021673,49.2839463084125,"Downtown","010126"
"Twin",2,"METER IN EFFECT: 9:00 AM TO 10:00 PM",2,"No","65589",-123.124252145891,49.288558469977,"Downtown","081216"
"Twin",2,"METER IN EFFECT: 9:00 AM TO 10:00 PM",2,"No","61838",-123.12470300389,49.2887000000185,"Downtown","081226"
"Twin",6,"METER IN EFFECT: 9:00 AM TO 10:00 PM",2,"No","63614",-123.111163038862,49.283180420891,"Downtown","580402"
"Twin",5,"METER IN EFFECT: 9:00 AM TO 10:00 PM",2,"No","54547",-123.118751970369,49.2631924367128,"Fairview","300626"
"Single",1,"METER IN EFFECT: 9:00 AM TO 10:00 PM",3,"No","51010",-123.177755303913,49.2640401488435,"Kitsilano","0M2502"
"Single",1,"METER IN EFFECT: 9:00 AM TO 10:00 PM",2,"No","50796",-123.115919162973,49.2549026171703,"South Cambie","253402"
"Twin",3,"METER IN EFFECT: 9:00 AM TO 10:00 PM",2,"No","65828",-123.125752925642,49.2823579221835,"West End","231018"
"Twin",2,"METER IN EFFECT: 9:00 AM TO 10:00 PM",2,"Yes","64980",-123.126782471776,49.2873670909249,"West End","201223"
"Single",3,"METER IN EFFECT: 9:00 AM TO 10:00 PM",2,"No","62388",-123.130259431671,49.289435413789,"West End","201502"
"Twin",3,"METER IN EFFECT: 9:00 AM TO 10:00 PM",2,"No","61950",-123.13049239936,49.2895859099376,"West End","201510"
"Twin",2,"METER IN EFFECT: 9:00 AM TO 10:00 PM",2,"No","62742",-123.100352691014,49.2841722551011,"Downtown","010135"
"Pay Station",1,"METER IN EFFECT: 9:00 AM TO 10:00 PM",2,"Yes","59812",-123.059670311941,49.281479492077,"Grandview-Woodland","TM0316"
"Single",9,"METER IN EFFECT: 9:00 AM TO 10:00 PM",2,"Yes","63328",-123.119256370948,49.284402459763,"Downtown","630615"
"Twin",1,"METER IN EFFECT: 9:00 AM TO 10:00 PM",2,"No","50844",-123.101919898667,49.2628460307386,"Mount Pleasant","310114"
"Twin",2,"METER IN EFFECT: 9:00 AM TO 10:00 PM",3,"No","63448",-123.128960163568,49.2778098508148,"Downtown","631224"
"Twin",2,"METER IN EFFECT: 9:00 AM TO 10:00 PM",3,"No","64707",-123.129084454962,49.2777272171904,"Downtown","631228"
"Twin",2,"METER IN EFFECT: 9:00 AM TO 10:00 PM",3,"No","63173",-123.129216036703,49.2776408692623,"Downtown","631234"
"Single",1,"METER IN EFFECT: 9:00 AM TO 10:00 PM",2,"No","60192",-123.124489590445,49.2820518529518,"Downtown","640902"
"Twin",3,"METER IN EFFECT: 9:00 AM TO 10:00 PM",2,"No","62355",-123.124408787745,49.279550299481,"Downtown","621012"
"Twin",1,"METER IN EFFECT: 9:00 AM TO 10:00 PM",2,"No","61007",-123.12072321656,49.2782997856149,"Downtown","590933"
"Twin",2,"METER IN EFFECT: 9:00 AM TO 10:00 PM",2,"No","53018",-123.109535243113,49.2627495868272,"Mount Pleasant","522505"
"Twin",1,"METER IN EFFECT: 9:00 AM TO 10:00 PM",3,"No","52059",-123.098956311188,49.2683289431251,"Strathcona","A20237"
"Twin",1,"METER IN EFFECT: 9:00 AM TO 10:00 PM",2,"No","63945",-123.115515682152,49.2753065547932,"Downtown","280917"
"Twin",1,"METER IN EFFECT: 9:00 AM TO 10:00 PM",2,"No","63917",-123.115741107559,49.2751368148885,"Downtown","280925"
"Twin",2,"METER IN EFFECT: 9:00 AM TO 10:00 PM",2,"No","63747",-123.115511238339,49.2786608908826,"Downtown","120215"
"Twin",2,"METER IN EFFECT: 9:00 AM TO 10:00 PM",2,"No","63543",-123.115381894587,49.2783978210547,"Downtown","120208"
